"AssemblyFileName","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.StorageSync","Microsoft.Azure.Commands.StorageSync.Cmdlets.GetRegisteredServerCommand","Get-AzStorageSyncServer","0","3000","The type of property 'LastHeartBeat' of type 'Microsoft.Azure.Commands.StorageSync.Models.PSRegisteredServer' has changed from 'System.String' to 'System.Nullable`1[System.DateTime]'.","Change the type of property 'LastHeartBeat' back to 'System.String'."
"Az.StorageSync","Microsoft.Azure.Commands.StorageSync.Cmdlets.GetServerEndpointCommand","Get-AzStorageSyncServerEndpoint","0","3000","The type of property 'SyncStatus' of type 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpoint' has changed from 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth' to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointSyncStatus'.","Change the type of property 'SyncStatus' back to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth'."
"Az.StorageSync","Microsoft.Azure.Commands.StorageSync.Cmdlets.NewServerEndpointCommand","New-AzStorageSyncServerEndpoint","0","3000","The type of property 'SyncStatus' of type 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpoint' has changed from 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth' to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointSyncStatus'.","Change the type of property 'SyncStatus' back to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth'."
"Az.StorageSync","Microsoft.Azure.Commands.StorageSync.Cmdlets.RegisterServerCommand","Register-AzStorageSyncServer","0","3000","The type of property 'LastHeartBeat' of type 'Microsoft.Azure.Commands.StorageSync.Models.PSRegisteredServer' has changed from 'System.String' to 'System.Nullable`1[System.DateTime]'.","Change the type of property 'LastHeartBeat' back to 'System.String'."
"Az.StorageSync","Microsoft.Azure.Commands.StorageSync.Cmdlets.RemoveServerEndpointCommand","Remove-AzStorageSyncServerEndpoint","0","3000","The type of property 'SyncStatus' of type 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpoint' has changed from 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth' to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointSyncStatus'.","Change the type of property 'SyncStatus' back to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth'."
"Az.StorageSync","Microsoft.Azure.Commands.StorageSync.Cmdlets.SetServerEndpointCommand","Set-AzStorageSyncServerEndpoint","0","3000","The type of property 'SyncStatus' of type 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpoint' has changed from 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth' to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointSyncStatus'.","Change the type of property 'SyncStatus' back to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth'."
"Az.StorageSync","Microsoft.Azure.Commands.StorageSync.Cmdlets.SetServerEndpointCommand","Set-AzStorageSyncServerEndpoint","0","3000","The type of property 'SyncStatus' of type 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpoint' has changed from 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth' to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointSyncStatus'.","Change the type of property 'SyncStatus' back to 'Microsoft.Azure.Commands.StorageSync.Models.PSServerEndpointHealth'."
"Az.StorageSync","Microsoft.Azure.Commands.StorageSync.Cmdlets.UnregisterServerCommand","Unregister-AzStorageSyncServer","0","3000","The type of property 'LastHeartBeat' of type 'Microsoft.Azure.Commands.StorageSync.Models.PSRegisteredServer' has changed from 'System.String' to 'System.Nullable`1[System.DateTime]'.","Change the type of property 'LastHeartBeat' back to 'System.String'."
